,Gender,EthnicGroup_0,EthnicGroup_1,EthnicGroup_2,ParentEduc_0,ParentEduc_1,ParentEduc_2,LunchType,TestPrep,ParentMaritalStatus_0,ParentMaritalStatus_1,ParentMaritalStatus_2,PracticeSport_0,PracticeSport_1,PracticeSport_2,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours_0,WklyStudyHours_1,MathScore,ReadingScore,WritingScore
6578,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1.3862943611198906,0,1,1,4.406719247264253,4.430816798843313,4.477336814478207
6579,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1.3862943611198906,0,0,1,3.9889840465642745,4.060443010546419,4.158883083359672
6580,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1.3862943611198906,1,1,0,4.143134726391533,4.382026634673881,4.248495242049359
6581,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1.3862943611198906,1,1,0,4.394449154672439,4.418840607796598,4.454347296253507
6582,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0.6931471805599453,1,1,0,4.143134726391533,4.356708826689592,4.382026634673881
6583,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1.3862943611198906,1,1,0,4.248495242049359,4.31748811353631,4.290459441148391
6584,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0.6931471805599453,1,1,0,4.007333185232471,3.970291913552122,3.9889840465642745
6585,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0.6931471805599453,0,1,0,4.204692619390966,4.31748811353631,4.248495242049359
6586,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0.6931471805599453,1,0,1,4.442651256490317,4.382026634673881,4.31748811353631
6587,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0.6931471805599453,0,1,0,4.406719247264253,4.465908118654584,4.454347296253507
6588,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1.6094379124341005,1,1,1,4.07753744390572,4.060443010546419,4.04305126783455
6589,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1.791759469228055,1,1,0,3.6375861597263857,3.828641396489095,3.871201010907891
6590,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.0,1,0,1,3.970291913552122,3.970291913552122,3.912023005428146
6591,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1.6094379124341005,0,1,0,4.406719247264253,4.51085950651685,4.543294782270004
6592,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.6931471805599453,0,0,1,3.8918202981106265,4.110873864173311,3.8918202981106265
6593,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1.3862943611198906,1,1,0,4.04305126783455,4.23410650459726,4.219507705176107
6594,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1.0986122886681098,1,1,0,4.30406509320417,4.262679877041316,4.219507705176107
6595,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.0986122886681098,0,1,0,4.406719247264253,4.394449154672439,4.356708826689592
6596,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1.3862943611198906,1,1,1,4.553876891600541,4.51085950651685,4.5217885770490405
6597,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1.6094379124341005,1,1,0,4.343805421853684,4.465908118654584,4.442651256490317
6598,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,2.079441541679836,1,1,1,4.356708826689592,4.30406509320417,4.189654742026425
6599,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1.3862943611198906,1,0,1,4.543294782270004,4.382026634673881,4.3694478524670215
6600,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1.6094379124341005,1,1,0,4.143134726391533,4.110873864173311,4.04305126783455
6601,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0.6931471805599453,1,1,0,3.912023005428146,3.9889840465642745,4.007333185232471
6602,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1.0986122886681098,0,0,1,4.0943445622221,4.31748811353631,4.143134726391533
6603,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0.0,1,1,0,4.276666119016055,4.276666119016055,4.219507705176107
6604,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0.6931471805599453,1,1,0,3.784189633918261,3.871201010907891,3.951243718581428
6605,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1.3862943611198906,1,0,1,4.110873864173311,3.951243718581428,4.007333185232471
6606,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1.6094379124341005,1,0,1,3.610917912644224,4.007333185232471,3.784189633918261
6607,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0.6931471805599453,0,1,0,4.59511985013459,4.61512051684126,4.61512051684126
6608,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0.6931471805599453,1,1,1,4.143134726391533,4.219507705176107,4.356708826689592
6609,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0.6931471805599453,1,1,0,4.394449154672439,4.61512051684126,4.553876891600541
6610,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1.0986122886681098,1,1,0,4.0943445622221,4.174387269895637,4.23410650459726
6611,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.6931471805599453,1,0,1,3.8501476017100575,4.07753744390572,4.060443010546419
6612,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0.6931471805599453,1,1,0,4.007333185232471,4.158883083359672,4.060443010546419
6613,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1.0986122886681098,0,1,0,4.060443010546419,4.276666119016055,4.3694478524670215
6614,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1.9459101490553128,1,0,1,4.02535169073515,4.23410650459726,4.248495242049359
6615,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0.6931471805599453,1,1,0,4.276666119016055,4.276666119016055,4.276666119016055
6616,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1.6094379124341005,0,1,0,4.418840607796598,4.499809670330265,4.564348191467836
6617,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0.0,1,1,1,3.912023005428146,4.158883083359672,4.0943445622221
6618,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0.6931471805599453,1,0,1,4.276666119016055,4.31748811353631,4.356708826689592
6619,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0.0,1,1,1,4.189654742026425,4.127134385045092,4.174387269895637
6620,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1.3862943611198906,0,1,0,3.784189633918261,4.060443010546419,4.02535169073515
6621,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1.0986122886681098,1,1,1,4.127134385045092,4.07753744390572,4.127134385045092
6622,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1.3862943611198906,0,1,0,3.688879454113936,3.6375861597263857,3.58351893845611
6623,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1.0986122886681098,1,0,1,4.02535169073515,4.219507705176107,4.158883083359672
6624,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0.0,0,1,0,4.394449154672439,4.394449154672439,4.454347296253507
6625,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1.3862943611198906,1,0,1,3.828641396489095,3.8501476017100575,3.871201010907891
6626,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1.0986122886681098,1,1,0,4.262679877041316,4.248495242049359,4.0943445622221
6627,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0.6931471805599453,1,1,0,4.0943445622221,4.007333185232471,3.970291913552122
6628,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1.0986122886681098,0,0,1,4.343805421853684,4.204692619390966,4.248495242049359
6629,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1.0986122886681098,0,1,0,3.688879454113936,3.8918202981106265,3.871201010907891
6630,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0.6931471805599453,0,1,0,4.31748811353631,4.343805421853684,4.3694478524670215
6631,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1.0986122886681098,1,0,1,4.158883083359672,4.127134385045092,3.970291913552122
6632,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1.0986122886681098,1,1,0,3.951243718581428,4.04305126783455,4.110873864173311
6633,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.6931471805599453,1,1,0,4.51085950651685,4.61512051684126,4.61512051684126
6634,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0.6931471805599453,1,1,0,4.0943445622221,4.356708826689592,4.30406509320417
6635,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0.6931471805599453,1,0,1,3.7612001156935615,3.828641396489095,3.80666248977032
6636,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1.3862943611198906,1,0,1,4.189654742026425,4.174387269895637,4.248495242049359
6637,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0.6931471805599453,1,1,0,4.430816798843313,4.382026634673881,4.31748811353631
6638,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1.3862943611198906,1,1,1,3.8918202981106265,4.158883083359672,4.158883083359672
6639,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1.3862943611198906,0,1,0,4.330733340286331,4.276666119016055,4.0943445622221
6640,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1.6094379124341005,0,1,0,4.07753744390572,4.189654742026425,4.204692619390966
6641,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1.3862943611198906,1,1,0,4.564348191467836,4.61512051684126,4.584967478670572
6642,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1.0986122886681098,1,1,0,4.584967478670572,4.584967478670572,4.543294782270004
6643,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0.0,1,1,0,4.3694478524670215,4.248495242049359,4.158883083359672
6644,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1.0986122886681098,0,0,1,4.204692619390966,4.290459441148391,4.262679877041316
6645,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.6931471805599453,1,1,0,4.174387269895637,4.31748811353631,4.276666119016055
6646,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1.6094379124341005,0,1,0,4.418840607796598,4.543294782270004,4.51085950651685
6647,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0.6931471805599453,1,1,0,4.04305126783455,4.04305126783455,4.02535169073515
6648,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1.0986122886681098,0,1,0,3.6375861597263857,3.951243718581428,3.80666248977032
6649,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0.0,0,1,1,4.189654742026425,4.060443010546419,4.007333185232471
6650,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0.6931471805599453,1,1,0,4.61512051684126,4.553876891600541,4.605170185988092
6651,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1.3862943611198906,1,1,1,4.07753744390572,4.127134385045092,4.07753744390572
6652,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0.6931471805599453,0,1,0,3.58351893845611,3.951243718581428,4.007333185232471
6653,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1.6094379124341005,0,0,1,4.553876891600541,4.543294782270004,4.553876891600541
6654,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1.791759469228055,1,1,0,4.382026634673881,4.31748811353631,4.30406509320417
6655,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0.0,0,1,1,3.9318256327243257,4.189654742026425,4.143134726391533
6656,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0.6931471805599453,0,0,1,4.0943445622221,4.174387269895637,4.127134385045092
6657,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1.3862943611198906,1,1,1,3.737669618283368,3.9318256327243257,4.060443010546419
6658,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1.0986122886681098,1,0,1,4.605170185988092,4.532599493153256,4.605170185988092
6659,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1.3862943611198906,1,1,0,4.356708826689592,4.219507705176107,4.30406509320417
6660,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0.0,1,1,0,4.30406509320417,4.276666119016055,4.31748811353631
6661,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1.0986122886681098,1,1,1,3.737669618283368,3.9318256327243257,3.9889840465642745
6662,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1.0986122886681098,0,0,1,4.454347296253507,4.31748811353631,4.330733340286331
6663,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1.6094379124341005,0,1,1,4.465908118654584,4.3694478524670215,4.477336814478207
6664,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0.6931471805599453,1,1,0,3.9318256327243257,4.189654742026425,4.127134385045092
6665,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1.3862943611198906,1,1,0,4.174387269895637,3.9318256327243257,4.007333185232471
6666,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0.6931471805599453,0,1,0,4.356708826689592,4.430816798843313,4.30406509320417
6667,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.3862943611198906,0,1,0,4.356708826689592,4.51085950651685,4.5217885770490405
6668,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1.3862943611198906,1,1,0,4.04305126783455,3.912023005428146,3.912023005428146
6669,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1.3862943611198906,0,0,1,4.477336814478207,4.442651256490317,4.343805421853684
6670,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0.0,1,1,1,4.060443010546419,4.189654742026425,4.262679877041316
6671,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1.791759469228055,1,1,1,4.418840607796598,4.343805421853684,4.31748811353631
6672,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1.6094379124341005,0,1,0,4.127134385045092,3.970291913552122,4.007333185232471
6673,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.0,0,0,1,4.0943445622221,3.9889840465642745,3.912023005428146
6674,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1.6094379124341005,1,1,0,3.951243718581428,4.07753744390572,4.04305126783455
6675,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0.6931471805599453,1,1,0,4.31748811353631,4.356708826689592,4.276666119016055
6676,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0.6931471805599453,1,1,0,3.784189633918261,3.912023005428146,3.912023005428146
6677,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1.6094379124341005,0,1,0,4.174387269895637,4.189654742026425,4.07753744390572
6678,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.6931471805599453,0,1,0,4.262679877041316,4.158883083359672,4.0943445622221
6679,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1.6094379124341005,1,1,1,3.5263605246161616,3.737669618283368,3.6375861597263857
6680,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1.6094379124341005,0,0,1,4.219507705176107,4.143134726391533,4.23410650459726
6681,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1.0986122886681098,0,1,0,4.158883083359672,4.23410650459726,4.31748811353631
6682,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1.0986122886681098,1,1,1,4.158883083359672,4.204692619390966,4.23410650459726
6683,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0.6931471805599453,0,1,1,4.262679877041316,4.23410650459726,4.23410650459726
6684,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1.0986122886681098,1,1,0,4.442651256490317,4.3694478524670215,4.30406509320417
6685,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1.0986122886681098,0,1,1,4.219507705176107,4.262679877041316,4.248495242049359
6686,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1.6094379124341005,0,1,0,3.9889840465642745,4.23410650459726,4.219507705176107
6687,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1.0986122886681098,0,1,1,4.382026634673881,4.330733340286331,4.30406509320417
6688,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1.6094379124341005,1,1,0,4.430816798843313,4.543294782270004,4.51085950651685
6689,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1.0986122886681098,0,1,0,4.04305126783455,4.07753744390572,3.970291913552122
6690,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1.3862943611198906,1,0,1,4.07753744390572,4.30406509320417,4.23410650459726
6691,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0.6931471805599453,0,1,0,4.219507705176107,4.394449154672439,4.465908118654584
6692,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1.6094379124341005,0,0,1,4.574710978503383,4.59511985013459,4.59511985013459
6693,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1.791759469228055,1,0,1,4.276666119016055,4.290459441148391,4.248495242049359
6694,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1.0986122886681098,1,1,0,4.07753744390572,4.04305126783455,3.970291913552122
6695,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1.0986122886681098,1,0,1,4.276666119016055,4.290459441148391,4.343805421853684
6696,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1.3862943611198906,1,0,1,4.418840607796598,4.406719247264253,4.343805421853684
6697,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0.6931471805599453,1,0,1,4.0943445622221,4.382026634673881,4.343805421853684
6698,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1.6094379124341005,1,0,1,4.127134385045092,4.158883083359672,4.248495242049359
6699,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1.0986122886681098,1,0,1,3.80666248977032,3.784189633918261,3.713572066704308
6700,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1.3862943611198906,1,1,0,4.382026634673881,4.262679877041316,4.248495242049359
6701,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1.791759469228055,0,0,1,4.30406509320417,4.3694478524670215,4.3694478524670215
6702,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1.6094379124341005,0,1,0,4.204692619390966,4.418840607796598,4.330733340286331
6703,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1.0986122886681098,0,0,1,4.0943445622221,4.290459441148391,4.30406509320417
6704,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1.3862943611198906,1,1,0,4.143134726391533,4.3694478524670215,4.382026634673881
6705,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1.0986122886681098,1,1,0,4.584967478670572,4.61512051684126,4.61512051684126
6706,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1.0986122886681098,1,0,1,3.784189633918261,3.970291913552122,3.8918202981106265
6707,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1.0986122886681098,1,1,1,4.564348191467836,4.5217885770490405,4.61512051684126
6708,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0.6931471805599453,1,0,1,4.276666119016055,4.23410650459726,4.189654742026425
6709,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1.6094379124341005,1,1,0,4.553876891600541,4.543294782270004,4.532599493153256
6710,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1.6094379124341005,1,1,0,4.442651256490317,4.31748811353631,4.382026634673881
6711,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0.6931471805599453,0,1,1,4.158883083359672,4.330733340286331,4.418840607796598
6712,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1.3862943611198906,1,1,0,4.59511985013459,4.5217885770490405,4.543294782270004
6713,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.6931471805599453,1,1,1,4.204692619390966,4.276666119016055,4.219507705176107
6714,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1.791759469228055,1,1,0,4.007333185232471,4.127134385045092,4.219507705176107
6715,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1.0986122886681098,1,1,0,4.174387269895637,4.158883083359672,4.110873864173311
6716,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1.3862943611198906,1,1,0,3.8918202981106265,3.951243718581428,3.9318256327243257
6717,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1.3862943611198906,1,1,1,4.248495242049359,4.276666119016055,4.204692619390966
6718,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0.6931471805599453,1,1,0,4.110873864173311,4.110873864173311,4.0943445622221
6719,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1.9459101490553128,1,1,0,4.0943445622221,3.9318256327243257,4.0943445622221
6720,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1.0986122886681098,1,1,1,4.248495242049359,4.356708826689592,4.442651256490317
6721,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1.6094379124341005,1,1,0,4.276666119016055,4.127134385045092,4.174387269895637
6722,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1.3862943611198906,1,0,1,3.951243718581428,3.8918202981106265,3.8501476017100575
6723,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.6931471805599453,1,0,1,4.499809670330265,4.553876891600541,4.543294782270004
6724,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0.6931471805599453,0,1,0,4.48863636973214,4.3694478524670215,4.356708826689592
6725,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1.3862943611198906,1,1,0,4.343805421853684,4.174387269895637,4.189654742026425
6726,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1.3862943611198906,1,1,0,4.394449154672439,4.454347296253507,4.343805421853684
6727,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1.0986122886681098,1,1,1,4.31748811353631,4.418840607796598,4.418840607796598
6728,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0.0,1,1,0,3.9318256327243257,4.262679877041316,4.204692619390966
6729,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.6931471805599453,1,0,1,3.912023005428146,4.060443010546419,4.158883083359672
6730,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1.6094379124341005,0,1,0,3.713572066704308,3.9318256327243257,3.912023005428146
6731,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.3862943611198906,1,1,0,4.110873864173311,4.158883083359672,4.04305126783455
6732,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0.6931471805599453,1,1,0,4.356708826689592,4.465908118654584,4.406719247264253
6733,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0.6931471805599453,0,0,1,4.290459441148391,4.30406509320417,4.343805421853684
6734,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1.3862943611198906,0,1,0,4.442651256490317,4.532599493153256,4.543294782270004
6735,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0.6931471805599453,1,1,0,4.174387269895637,4.060443010546419,3.951243718581428
6736,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1.0986122886681098,0,1,1,4.30406509320417,4.418840607796598,4.499809670330265
6737,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1.3862943611198906,0,1,0,4.430816798843313,4.51085950651685,4.48863636973214
6738,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1.0986122886681098,0,1,0,4.248495242049359,4.442651256490317,4.330733340286331
6739,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0.0,0,0,1,4.48863636973214,4.532599493153256,4.532599493153256
6740,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0986122886681098,1,1,0,4.219507705176107,4.143134726391533,4.219507705176107
6741,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1.0986122886681098,1,1,0,4.174387269895637,4.290459441148391,4.174387269895637
6742,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1.6094379124341005,0,1,0,4.430816798843313,4.418840607796598,4.454347296253507
6743,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1.0986122886681098,1,1,0,3.871201010907891,3.951243718581428,4.174387269895637
6744,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1.3862943611198906,0,0,1,4.31748811353631,4.406719247264253,4.3694478524670215
6745,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1.0986122886681098,1,1,1,4.127134385045092,4.04305126783455,3.871201010907891
6746,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1.3862943611198906,1,1,0,4.158883083359672,4.276666119016055,4.30406509320417
6747,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1.6094379124341005,1,0,1,4.174387269895637,4.189654742026425,4.127134385045092
6748,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1.791759469228055,1,1,0,4.060443010546419,4.158883083359672,4.204692619390966
6749,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1.3862943611198906,1,1,0,4.248495242049359,4.330733340286331,4.262679877041316
6750,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1.3862943611198906,1,0,1,4.356708826689592,4.276666119016055,4.31748811353631
6751,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0.6931471805599453,1,1,0,4.158883083359672,4.0943445622221,4.07753744390572
6752,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0.0,0,0,1,4.060443010546419,4.219507705176107,4.204692619390966
6753,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,2.079441541679836,1,1,0,4.442651256490317,4.430816798843313,4.532599493153256
6754,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0.0,0,0,1,4.219507705176107,4.0943445622221,4.204692619390966
6755,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1.3862943611198906,0,1,1,3.951243718581428,4.060443010546419,3.912023005428146
6756,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1.0986122886681098,0,1,0,4.430816798843313,4.31748811353631,4.442651256490317
6757,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.6094379124341005,1,1,1,4.07753744390572,4.382026634673881,4.31748811353631
6758,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0.0,0,0,1,4.465908118654584,4.31748811353631,4.219507705176107
6759,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1.0986122886681098,1,1,0,4.465908118654584,4.442651256490317,4.418840607796598
6760,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0.6931471805599453,1,1,0,4.430816798843313,4.262679877041316,4.110873864173311
6761,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1.6094379124341005,0,1,0,3.951243718581428,4.07753744390572,3.8918202981106265
6762,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1.6094379124341005,1,1,0,4.174387269895637,4.060443010546419,3.9889840465642745
6763,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0.0,1,1,0,4.394449154672439,4.290459441148391,4.276666119016055
6764,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0.0,0,1,1,4.0943445622221,4.02535169073515,3.8501476017100575
